,sentiment,content
18143,neutral,Thinking ways promote Indie Designers Benefiting moi Any thoughts Indies say
18144,neutral,Got home audition awhile ago I think went pretty well Now math homework calling name shame
18145,pos,ooh like I planning spending night well
18146,neg,proper dog barks much jumps fault strict enough
18147,neg,yucky Rainy Friday
18148,neg,I go work
18149,neutral,make go away
18150,neutral,Aint UK fans fav people
18151,neg,Still hating whole Twitter replies thing I feel like I missing bits fireflies
18152,neg,man weird Mom cooking giving much nutrition also much unladylike gas
18153,neutral,see stuff time
18154,pos,u trying say cold steal heart lol
18155,pos,making everything fabulous tonight
18156,pos,YAY I love new pal noo
18157,neg,I want panic
18158,neutral,still amazed awesomeness last night The discussion great Looking forward great week Only days I go home
18159,pos,I know It worth shot though
18160,pos,welcome twitter friend
18161,pos,sweetest love cuz
18162,neg,What You kidding AZ landmark This kinda news makes sad
18163,pos,O charles Pretty good Especially free Hot waitress I think Back work Unfortunately
18164,neutral,Hi Im Jonathan notify 4 9 99 month u unlimited music interruptions But I luv little chats dont leave
18165,neutral,Please bring show
18166,neg,dude renamed something one remember find even harder 2 joke Its myth keep u scared
18167,neutral,Sunshine back hair day new due
18168,neg,wassup bad day good
18169,pos,greetings planet shannon landed planet hopefully come peace skeptical haifa
18170,neg,My knee fucking hurts man hayley even care GET ME MORE MILKSHAKE SHAKE SHAKE SHAKE IT
18171,neg,dub bout announcing new date shows please leave us got refund day 5
18172,pos,Been Sam one year today
18173,neutral,oh Star Trek going ith already Woo
18174,neg,Ugh car got stolen sometime yesterday evening morning husband due go work Like afford
18175,pos,bath epsom salts listening carrie underwood
18176,pos,oh yes Level 40
18177,pos,fantastic love things Krautrock
18178,neg,day Do know hibernate issues COM interior Net Wrapper Net hibernate I getting crazy
18179,neutral,little Holly perform tomorrow night final Poor little mite looked terrified So brave fantastic voice scared
18180,neg,oh god Tony Hawk motion nintendo dear son sucks ass
18181,neg,yeah one thing hate tweetdeck
18182,neutral,listening music Butterfly Fly Away Miley Cyrus
18183,pos,Happy STAR WARS Day
18184,neg,Sorry I failed grasp meaning
18185,neg,wants go enjoy weather tired stuck bed
18186,pos,You welcome bashful kick pretty cute
18187,neg,Hi I hope Ray Please give love hope returns soon Hope bad
18188,pos,FANTASTIC week London ATROCIOUS 8 hour journey home
18189,neg,24 hours 400 later I hav new telecom phone dosent work Stupid telecom
18190,pos,aww kind Hi sweetie Are guys partying without I person came work unite lol
18191,neg,Well yeah But mom wanna drive way Sac far away
18192,neg,im sad im missing show ohio first show ive missed 3 years close enough drive
18193,pos,27 Followers 23 More Twitter Party
18194,neg,go doctor want cause wait soo long
18195,neg,okay im really sorry hear think would done skeptical
18196,neg,feel less nothin lower zero
18197,neutral,Does start tomorrow I going book Sam forgot
18198,neg,grows case screwed ca even keep easy care love fern alive
18199,pos,heard And first mention
18200,neg,I think getting cold
18201,neutral,want bad go mcfly concert anybody go
18202,neg,stunning business cards ashamed mine
18203,pos,mess I look next week
18204,pos,Hey Tay ply u write hey elin Im sick u I feel better
18205,pos,You want go I know feeling I ready head back mountains I wo go back till July
18206,neutral,tried changing pic twitter hater im doctor awesome im medical assistant happy
18207,pos,The wife gets stung bee acting like big ass baby ever since 5 hours ago lol baby
18208,neg,I know I goin sleep
18209,neutral,I know people say power naps good time I kinda always miss alarm
18210,neg,ok finished set u free soo mad rite cant end like dont want bad guy
18211,pos,yup even though lil rainy lol hope ya good day
18212,neutral,oh I see Thanks replying anyway
18213,neutral,well gracias haha plays
18214,neg,OWW girl needs meds I feel though Adam got cheated
18215,pos,Away cinema tweet later may ith
18216,neutral,I want one wanna give one wink
18217,neg,I need relocate west coast This weather killin
18218,neg,Going home sore eyes
18219,neutral,food cupboards sent mum Tesco
18220,neutral,Now cant find Gonna sleepless night tonight
18221,neutral,Stress free way
18222,neutral,That hah I great thanks Just waiting craziness take
18223,pos,prefer observational insightful call see ice cream fancy tonight
18224,pos,pretty fun way write resignation
18225,neg,uploading pod onto iTunes happy used certain events caused sadly
18226,neutral,Awake Saturday sleep day Oh well work keep busy If work keeping awake
18227,pos,A little happy wine jefe ok ism free time cares jaja love day
18228,neutral,miss youth ci Tell dem japanese pal give yu computer somthing Ya twit fam misses spa
18229,pos,fantastic pick hooker
18230,pos,Doing test shooting later afternoon Did I mention Holland indie wine festival week My tongue red
18231,neg,tired think definitely going get ear infection going bed early
18232,pos,good lord seen agency work upcoming Open Day Money Jam
18233,neutral,sorry 19 female atl lonely
18234,neg,really going miss
18235,neutral,I told Taylor I wanted punch baby I much pain response baby I love family
18236,neg,zoila cardio apt day doc says hole heart closed need surgery close
18237,neutral,I think I found purse soulmate But budget
18238,neutral,Yep It quarter til 4 I going try sleep headache subsiding Take easy Teddy
18239,neutral,ok thanks help I hope respond sooner later thanks
18240,neg,good luck going sleep working stupid paper worries ur alone u ready record album
18241,neg,god brea plot twist going fucking everything feel
18242,pos,Lucky wife loves
18243,pos,good cya melbourne
18244,pos,haha bad I Well perhaps little less retarded I attempting knit gloves winter
18245,neg,Yeah I noticed I miss Spender But closer How holding
18246,pos,course cough I mean 1 5 hours extra testing debugging time
18247,neg,No 1 ever brings startup choreography
18248,neg,WOOHOO nothing says hot date night squeegee laughing loud watching Dora noggin yr girl hubs work
18249,neutral,lol sunny 18 yesterday Igloo melted attacked bushes recovering today How things Chocolateland
18250,pos,The sweety sat table morning Just woke Very sweet Oh bow I think home around 7 six
18251,neutral,How checkity I forget one
18252,neg,I dint dump anyone It always gets dumped blamed That I believe relationships two
18253,neutral,I afraid going say
18254,pos,pythonkings equals almost better sims
18255,neutral,environmental studies driving mental
18256,pos,happy bank holiday 2 weeks ah
18257,neg,Thankful last minute doc appointments Baby girl temp 105 sitting doc waitin
18258,neutral,Staff meeting today jomo wo Travel safely see tomorrow
18259,pos,haha one many reasons I love
18260,neg,mom ok far missing baron
18261,neg,Sad day What great guy enthusiastic teacher
18262,pos,If flying wow hot co great way get results aggregate
18263,pos,I text plan phone I send though welcome call
18264,pos,nice wedding ring shiny
18265,neg,But reality must survive What kills makes stronger PA late LORE
18266,pos,You welcome thanks inviting us talk 48hoursnz like becoming parent No one really prepare
18267,pos,finally leaving place woohoo school time
18268,pos,Hi How You amazing actress Greets slovenian
18269,neutral,Step step I leaving behind
18270,pos,Ok 4 Star Trek fans given new movie good reviews getting excited
18271,neutral,Gonna nap chill probably go movie later Ugh headache sux ass Cloudy day
18272,neg,dammit passes still work
18273,neg,It hot sat office I wanna sun shine
18274,pos,actually gets rid bacteria thaw nicely
18275,neutral,I running things say I starting think hate flooding inbox Philippines tour
18276,pos,wish could meet u think happen someday sad
18277,pos,well nothing I give pen
18278,pos,Digging soul jazz collection attempt cheer I think working little
18279,neg,Watching QI Dave still quite bored Not even Adam Davis cheer And quite funny
18280,neutral,Eh u never heard Belfast Where like EVERYONE loves
18281,neg,Ya I turned device updates I ca turn em back I feel touch
18282,pos,Raining I missed rain much I grateful wink
18283,neg,Desperately wishing I could sleep But I frazzled ca sleep sad It really bad tonight ex
18284,neg,Hope I get job cuz need apartment I drunk miss lil punkin
18285,neg,learning non payment client For new business headache I hoping avoid
18286,neutral,Last quiz week Now back grind
18287,neg,damn plans canceled another friday night home
18288,neg,I also concede first Twitter grammar fail
18289,neg,Tum unhappy morning definitely hangover either I call sick work except Heidi needs ride home
18290,neg,bored barely even tweet nothing talk boredboots
18291,neg,Whoo I really must multi task Art work time though back College Monday
18292,neg,Turned alarm morning I thought Saturday Had rush get ready work def Saturday FAIL
18293,neg,red update temp 40 Suspected infection Antibiotics given app tomorrow check temp fingers crossed fu
18294,pos,I think cute mom still waits I go eventhough I spent 2 yrs house 3 mama
18295,neg,My puppy feeling good today
18296,pos,Nice yo Live buddy
18297,neg,Showered ice cold water Sweating Means one thing I sick
18298,neg,see box type submit nothing happens ive turned pop thingy
18299,neg,love americana movies see
18300,neg,Approaching weekend quite quickly much work left
18301,neg,I starting feel depressed hurricane talk I front lines
18302,neg,Packing fun good thing I new united keep going But still fun
18303,neg,I totally forgot phone home morning
18304,neutral,worldwide number cause reason phone wont dial number
18305,pos,Writing paper lot harder thought laughing loud
18306,neg,pretty took like hour CAN I DO russ
18307,neg,I got coupon I could register US
18308,neg,Such nice day today stuck indoors revising 3 weeks
18309,neg,sad friends everyday long ass time
18310,pos,little time rio de janeiro forgive baelish
18311,neg,bow shirts shipping I ran stock one size ordered I AM FAMOUS sorry
18312,pos,I LOVE pub banana sandwiches Still fav mine
18313,neg,Oh I got one stop step one vos Tried connecting video hardrive copy didnt work
18314,pos,May ith Happy Star Wars Day
18315,neg,iMac died keeps cutting reason Anyone recommend good mac place service parts Think I need new power supply
18316,neg,I guess hear grumbles kindle came cover My purse pink screen shortcut broken screen
18317,neutral,involves posting thoughts reading others bean You got new number bow tits back
18318,neutral,I think I ever tried peanut butter toast
18319,neutral,way work I gonna miss general hospital
18320,neg,throat hurts today blah
18321,neg,aw man go got listen block party like 10 mins
18322,neg,car broken probably good
18323,neg,Heathrow Connect 7 40 thought bargain e playful ress 15 terminated Hayes arlington take bus
18324,pos,im well exited weekend partway although dont want go back school Tuesday
18325,neg,following 865 followers 539 nice
18326,pos,loves listening people practising piano downstairs
18327,neutral,Thought might interested See viewing photos
18328,pos,Morning switzerland Countdown ti begins Will get Monday Wed knowing I outta Thursday Woo hoo
18329,neutral,Listening simply awesome ratatata bank holiday monday biq later
18330,neg,great cant eve locate phone goes 200 drain
18331,neg,I worthless person No one love loves back way
18332,pos,Almost dun choreographing dance
18333,neg,Why cant girl like whats wallet
18334,neg,Thought wuz best friend
18335,neutral,walking tesco shannon hannah hide evidence lastnight
18336,pos,It weird waking bed Slightly comforting miss group But loving using pillow
18337,neutral,I saying goodbye car next 2 weeks I gonna miss Its going come back beautiful though
18338,pos,hola Mari Happy Mother Day Enjoy family beach
18339,pos,Thanks thoughts Unfortunatly work like hoped ah well The paintings beautiful
18340,pos,YES cant wait hope vip passes help since people already camping haha
18341,neg,Youtube tubes appear clogging somewhat today connection errors plenty
18342,neutral,skyped u las nite
18343,neg,Im following list Can try
18344,neg,This headache killing yet I need cover boring police event
18345,neg,work want somebody come
18346,neutral,Have leave meet I looking forward seeing I done I wanted Boo urns Wish I work
18347,pos,Chick fil morning final must
18348,pos,today GOOD little girl collie complete sympathy vote cute aidan davis skeptical tweet
18349,neg,follow friday little later busy taking lady job
18350,pos,happy mothers day
18351,neg,I wanna go I freaking broke Have fun
18352,neutral,I ca help I GRAMMAR NAZI
18353,pos,Bank holiday monday Exams tomorrow disgust
18354,neg,I know mean rain sucks
18355,pos,Dave thanks playing Happy Birthday Today day It lonely day today
18356,neutral,Let continue productive today
18357,pos,lol No new diet plan ran late work hav chance make lunch I ate lot I got
18358,pos,sold hit cash took tax tips drawer ended 5 dollars short ink cause
18359,neutral,mice attic clog dance
18360,pos,I grateful kids also like lol Textbooks tool sole means education
18361,pos,ive spent lazy day today finding interesting people follow reinforced saying takes sorts people
18362,neg,Loved sun today Did love black suit black top plus 6 trains tubes get meeting back Need shop summer
18363,pos,Im glad lot happier barakitten 3 see yah july
18364,neg,Life Just Is Fair And I Feel
18365,neutral,It last Friday today
18366,neg,wishing could go town weekend
18367,pos,seen u couple times Liked
18368,pos,Have fun show tonight wish I could
18369,neutral,ah tired chilled minute today
18370,neutral,Nothing wrong samantha
18371,neg,I AM SUCH A CREEPER I feel disappointed Damn cyberstalking skills internet privacy
18372,neg,My cat missing 2 days I freaking
18373,pos,I would never thing The thing awesomer 15 minute walk work
18374,pos,haha would playful cute nobody ever comes visit god damn lake geneva far civilization
18375,pos,Hurray Summer time starts today meaning I work 4 instead 4 30 Until August Yay
18376,pos,nice days like today I wish garden
18377,pos,Had blood test today Was bad really Needed dash 2 Starbucks revive spirits nice Iced latte bun Yum
18378,neg,got course work hate hard one
18379,pos,ooh good im starting hardest one gonna day ive locked door im leaving food toilet
18380,neg,Hello back Hope happens occasionally wednesday
18381,pos,funny time netball ply score 48 3 game
18382,pos,Fighter Christina Aguilera LOVE song
18383,neg,I need wake earlier I actually tired enough fall asleep
18384,pos,yea I say something It great hear Ukrainian
18385,neutral,Safe flight home Jade ex
18386,pos,lazy day playing xbox drinking tea
18387,neg,Morning Forgot daily booth yesterday shocking I want sit garden today read huge bees nest
18388,neutral,I like last part methodology
18389,neutral,brought fog LA
18390,neg,got nothing witty tweet
18391,pos,Well good morning What wonderful day neighborhood Thanks following another 60 morning
18392,neutral,well customer always right least tell
18393,pos,Thanx sis I sure let know many people praying
18394,neg,sexy I silly weekend playful Fun times Haha
18395,pos,feelin nice bottle bacardi
18396,pos,laughing loud I love facebook Oh iMac Ca decide I love OK 24 iMac trumps 13 facebook
18397,neutral,64 degrees would dream 75 Boise still
18398,neg,Good Morning Folks 13 days go sadly 2 days Giro means Tour far away
18399,neg,I ca go heart home sick even day family health comes est
18400,neg,gosh summer vacation almost philippines kinda sad wonder section
18401,neg,reason lived hes reason im begging die
18402,neg,err We finish July ord
18403,neutral,If say I trust one
18404,pos,arnold california aka best place ever wish could come
18405,pos,Speedbumps suck u gotta piss
18406,neg,Dropped lei cemetary
18407,neutral,people dont get fender benders way school doesnt happen hahahahaha
18408,neutral,sleep still mourning adobo cooked
18409,neg,Have fun amorsote even tho u forgot day today
18410,pos,I Wanna JET Mirage Could get Hawaii either Someday Much Love To THE wockety SuperCr3w
18411,neg,rec game trying cry pain much need ca lose 3 heart breaking
18412,neg,praying Sorry hear bro man
18413,pos,mobile wo let ca stop thinking wink
18414,neutral,I going fast form today I hope help Ann Arbor Detroit Metro Area computers art design
18415,neg,migrating today naproxen sodium tablets I took helping little neck killing Need muscle relaxants
18416,pos,thank I really appreciate babe
18417,neg,slaving away work
18418,neg,Philadelphia Phillies Brett Myers indefinitely injured hip via noo
18419,pos,im back noo want press release neutral
18420,neutral,ugh school boring I cant wait year So stressed shame shoulda stayed home today
18421,pos,Cant wait leave work
18422,pos,I selected 4 people today list Out 300 I picked 4 made laugh
18423,pos,Finally got lil monster hands I could run errands I gotta rain
18424,neg,I safely say I wo euro winner week
18425,pos,drag hell looks freakin scary watch terminator really good
18426,neutral,I guess find shortly
18427,neutral,DAM wish cElEbs cOuld frikken fOLLow backk
18428,pos,waiting go drink ones work Belinda leaving today least sun shining
18429,neg,ME TOO hehe hate colds totaly annoying
18430,neutral,drove mom bryan mom said im worst driver EVER really
18431,neutral,oh I got fourth thing may ah thanks
18432,neg,wishing technology complicated
18433,neg,bhai wilkes barre scranton exit estimated arrival time 7 22 TOO FAR AWAY
18434,pos,Yay got Internet touch working
18435,pos,Its Bank Holiday day
18436,pos,yeah happy close already happy talk u anything love u gural xu
18437,neg,If sunny go beach Im stuck home essays 20 degrees
18438,neg,The ball working I read text messages holla text
18439,neg,I So Mad I Wont Be There ugh
18440,pos,Same umm marina Bakery
18441,neg,gone I restarted wedeck I wanted follow peeps I got posted fromm friends skeptical
18442,pos,big Vanessa going 3 September going fast hard cuz Im workin much I miss alot
18443,neutral,WHAT That sin
18444,pos,Well I trying get rid lot stuff You could come pillage
18445,neutral,message posted hellout Facebook Fan page hellout check
18446,neutral,I talking best friend creo phones Rio de Janeiro valentines day Brazil He girlfriend I
18447,neg,A message Could let people know I booted
18448,neg,oo happy thanks Ugh bad bad day I Damn
18449,pos,callie WOW I replaced already I thought I coming back steaks
18450,neg,I going sadly Maybe next year eh
18451,pos,Ok 4 needs hurry come wif I wanna go homme
18452,neg,No prob skittles always gonna yall backs The true sweeties dont play laughing loud But yea got heated We sry
18453,neg,Home Got nice plugs chipotle
18454,neg,well normal 1 ca drive mexico 1 happy 2 dairy queens
18455,pos,Do worry Ava distract flight
18456,neg,Such headache It killed
18457,neutral,jersey weather good charity drive
18458,neg,kenny u alive I getting da hair done bad I chillin u today kinda sad
18459,pos,MY SiSTER iN LAW JUST LEFT FOR HER PROM SHE LOOKED SOO PRETTY TEARS ALL AROUND
18460,neutral,I think I might throw I could eat half ice cream cone
18461,neg,Looking new laptop battery Why e playful ensive
18462,pos,loves mom dad come visit nothin better
18463,neutral,Actually I think NA release date confirmed September bit wait
18464,neutral,woofers I knew
18465,neg,My dog Nemo cause whimpers every morning I leave
18466,neg,Not Columbus wanted say sorry missing Indiana show tomorrow So sad I woods 8
18467,neg,took 3 reread see didnt say eat girls instead actually grits I disappointed
18468,pos,get bored routine lol
18469,pos,Watching Twins handle Mariners Whoo hoo Tony
18470,neutral,Last lunch interns
18471,pos,Getting one field vehicles cleaned Looks like action hero governor wants give another furlough day How nice
18472,neg,Spent much today Tube journeys always take soo long Braces thursday
18473,neutral,anyone bored work
18474,neg,ca go tonight wait
18475,neutral,WOW AND TO THINK SOME PEOPLE ACTUALLY REALLY DO LIVE IN THE JUNGLE BUT DONT GET TO GO BACK TO A HOTEL
18476,pos,Thanks hon Migraine went away came back
18477,neutral,It Community I ca see one moderators sandra told
18478,neg,A sunny morning Big lawns mow 2 mile run attempt urgh
18479,neutral,Yes sure would eat
18480,pos,I dying see reaction faces going FUN sedan began
18481,neg,aww poor thing hope goes well
18482,neg,Feeling like crap sucks
18483,pos,Woohoo day week Lord made Just remembered get wear jeans chances week
18484,pos,hi Nick I really like serie JONAS awesome See soon concert kisses Marta
18485,pos,totally got hit one bar guests Ha ha Yay
18486,neg,Really tired JAKe always gives work
18487,neg,twitter trippin right pic
18488,pos,anaugh aircon working office
18489,pos,thanks learned something new today enjoy
18490,neg,What makes sad I follow someone I converse similar bios follow back
18491,neutral,bought mach 6
18492,pos,big boss week small yay free lunch office today big yay
18493,neg,My computer dies soon much virus virus scanner cant find skeptical
18494,neg,I exactly day man Just buried FollowFriday
18495,neg,english essay wif done long time ago assigned last thursday
18496,neutral,demi ever replied Coz I got
18497,neg,Your youtube account
18498,neg,Me I need sudden urge Missing Diplomat title
18499,pos,aww thats sweet tit Im sure love good son
18500,pos,Ur stat pack made la roll It like ur
18501,neg,wants go back charleston
18502,neg,Feeling pretty poo today
18503,neg,I dont think twitpic working
18504,neutral,Dood locked video video
18505,neg,think june gloom arrived
18506,neg,Sitting car My ipod die Im gonna anything
18507,neutral,goodness gracious chair broke
18508,neutral,I sitting around wanting something ideas
18509,pos,Happy Mother Day
18510,pos,despite rain fantastic day
18511,neg,friday every plans mom laser tagging friends haha My brother sister dad working alone
18512,pos,omg wow I hope everything ok
18513,neutral,I struggling today Nola woke 3 happy 0 I running sleep
18514,neg,haa I excited woo
18515,pos,making jealous I want one How long u guys married
18516,pos,Out class Yow party four hour lecture mix atta I drink 3 red bulls I still sleepy suh Alrite bedtime
18517,neg,I want see Drag Me Hell But I get feeling none friends go
18518,neg,miss boyfriend much like even know troubled 2 hours see oval face
18519,neutral,As soon I figure I let know I know possible ass feed done yet
18520,neutral,Def wants cuddle maybe play one far away
18521,neutral,I remember show I remember hiccups
18522,pos,Back work How doin
18523,pos,go last final happiness
18524,neg,Flash lost frisky roof Sad days laughing loud
18525,neg,day crappy want cry
18526,neutral,last night newport
18527,neg,Hanging San Fran airport Got hour wait I go anywhere bow 7 wifi garbage
18528,neg,It sad day found first scratch car
18529,pos,life exhilarating family kingdom good summer sport swimming ocean night kristin
18530,neutral,Blake Sea water sandbox la Cordova ca rez objects autoreturn 5 mins
18531,neg,So I slept 12 My body aching
18532,neg,And us going stuck office without windows
18533,pos,HEY THAT SOMETHING I DO
18534,neutral,yeah quite kids school got swine flu close school 30 kids
18535,neg,Hey wants happening coffeclub I didnt coffee two days
18536,neutral,People eight years junior ca understand references
18537,neg,Lost bowling suck
18538,pos,Working resume listening rain enjoying Circus Boy
18539,pos,I DO know I loved wolves wall Totally awesome tip I work tiny format got inspiration
18540,neg,oh fair thats 9 hours
18541,pos,THIS CALLS FOR A HIGH FIVE Do miss hotshot happy
18542,neutral,seed tengo sed
18543,neutral,e playful friending joys parenthood
18544,neutral,alright go market haggle
18545,neutral,Hi I teach Chinese lessons youtube Feel free look wow youtube com ChineseLearn
18546,neg,honey perhaps medicine feel bad fever
18547,neutral,Make sure ur planting next water soil
18548,neg,Is lovely Is beautiful Sorry Stevie really position make judgement steviewonder
18549,pos,agree cat watching full house sabrina teenage witch sister sister runs
18550,neutral,I missed one
18551,pos,Happy Mother Day moms If awesome mom help savechuck
18552,neg,Is working weekend
18553,neg,Today mav allow us vote
18554,pos,well ya gettin lol love ireland
18555,neg,Theres spider bed calming fears listening green day
18556,neg,ca get live chat
18557,neutral,Hey letter I sent finally came back today ill stuff contents letter send tomorrow
18558,pos,Hi Waking lazy You would proud 8 bow nice colour burnt
18559,neg,Sometimes although I usually go willingly Do know churned Valley event though
18560,neg,I guess interested
18561,neutral,oh feel getting unearthly hour
18562,neg,Head ache Tom call time really early shows start 2 happy Recovered like 150 photos already 700 go
18563,pos,okay new jonas episode awesome
18564,neg,SHUT YOUR FACE Why mean Pedro supposed mean one
18565,neg,imm tired callin hearing convoy wanna call himm
18566,neutral,Awe man missed registration 4 flashcamp
18567,pos,thanks shout might right starving thing little lol
18568,neutral,sensors seem want last 3 1 2 days
18569,neg,feels used I hate guys error
18570,neg,It like I middle coordinating 3 point move stuff IL old ny apt stuff new apt
18571,neutral,come leave Gretel alone I liked bogies
18572,neg,ugh That Miley creature song infested brain
18573,neutral,We never heard anyone say like ANYTHING Monday mornings You must early cup coffee two
18574,neg,Waiting laundry finish I go HOME Think I nails I wait
18575,neg,trying get groove studying heellpp mee
18576,neutral,Love johnny deep looks public enemies I catch film show
18577,pos,Finally finished tec recipe card feel somewhat accomplished
18578,pos,Wow beautiful picture way I straight wanted let know Bella
18579,neg,Lucky Winter coming us
18580,pos,The moon soo pretty
18581,neutral,I dunno I thought I funny
18582,neg,Not feeling good ALL head work 12 5 Not bad shift fun feel well Hope goes FAST
18583,neg,didnt even send nice bid two
18584,pos,see Jackson later today give hugs kisses
18585,neutral,En el collective comiendo con las chicas promise upload photos
18586,neutral,I hate TweetDeck reaches access limits
18587,pos,watching Scariest Places Earth I love stuff
18588,neg,came online big cause ruined
18589,pos,Sleeping sounds good goodnight babies cuddle everyone
18590,pos,yeah I going maketh Cinema Square dad later haha
18591,neutral,Oh good review
18592,pos,John college thing staying home weekend hanging momma Sushi tonight 3
18593,neutral,old dead gone
18594,pos,Im excited mav movie awards even though I wo I ca wait watch I hope
18595,neg,I hate cat pee
18596,neg,Using temporary mouse since blackball breaking I feel si crawling wrist already
18597,neutral,I bought 2 tickets see latest show Gad Elmaleh I happy
18598,neg,At every gas station I look postcards No luck
18599,neg,oh god memory must failed Very weird since I normally forget profession
18600,neutral,I gave tumblr API pointing private account
18601,pos,yay dad agreed pay tuition equipment yippee till jan tho
18602,neutral,The Twitter Happiness score sweep 418 I think I dropped 1 point since yesterday
18603,neutral,oh freaking god dude looks well ard He puts shame
18604,neutral,likely Just need save money practice ass
18605,neutral,Epicfail Joseph class Very long liao
18606,neg,Holy shit super sunny Friday whiten tube deserted Wish I park
18607,pos,page hahahahaha You two could meet drinks
18608,pos,Had fantastic day amazing girl Just wish Sara go home fu
18609,pos,Happy Mothers day grown happy lil prego smuts lol Just Playing everyone loved happy Mothers Day God Bless
18610,neutral,I got much gray hair sudden I ordered Garnier Roasted Coffee drugstore com well see goes
18611,pos,excuse love cars west even though I share
18612,neutral,Took short nap Im ready work My sun burn hurts
18613,neutral,With Russ Joe
18614,neutral,weird really want harry potter bed spread pillows wish could find one gryffindor
18615,neg,Isnt looking forward going back work 3 days isnt long enough
18616,pos,seen hopefully ebay replacement work take bits anyway lol
18617,neg,Reading taking notes understanding none HELP
18618,neg,I want see friends Mindless fun No work play All drunk wall All mean sleeping one bed
18619,neutral,didnt get clear
18620,pos,u smell goodness around energy big city pinch butt feel real YES u Chicago
18621,neg,Am really hyperventilating hair yes certainly
18622,neutral,schedule says 10 happy 0 class I late 10 campjitterbug
18623,pos,thinks gangster ass even fit Unit I know neutral
18624,pos,Not one favourite pastimes This weekend long weekend Monday I Ice Show daughter wink
18625,neg,Jeff ca get visa time come visit I sad In news I going lap tonight samba night away
18626,pos,Thanks follow Doug I like hat
18627,neg,graduation done im little sad anyone want hang
18628,pos,wish could get pregnant
18629,pos,thanks soo much need day five kids lol
18630,neg,Comp Mental Health would take Samuel Rogers center city gave app On June ith I 2 days worth pills left
18631,pos,love monday night lineup wish span week gossip girl big bang theory met mother hills
18632,pos,sanjay FOREVER hahahahaha
18633,pos,It soupy soup time Today Heinz Cream Chicken Mushroom yum bel
18634,pos,ha I think I got like two hours sleep last night I early start tomorrow chillin sleep needed
18635,pos,Yes though perhaps I thinking I like vague It seems popper term
18636,neg,ohhs ouch dude I got I drunk last night get context Sorry dude
18637,pos,laughing loud Thanks showing site I wo tell hubby wo
18638,neutral,Quickest way get seat London bus currently pretend sneeze VERY loudly 3 4 times
18639,pos,hurray twin girls born beautiful May day
18640,neg,I think I running fever feeling well
18641,pos,Did get bitten rabies infested person last night yay Gonna scare Rachel Quarantine tonight shall fun
18642,neutral,That ok Personally I good nothing
18643,neutral,think iv hurt tooth finish cassie drawing competition draw cookies pineapples haha skeptical
18644,pos,Awesome night ahead playful BAD Rat City Most favorite skaters one track fu
18645,neutral,Finishing last Friday Olive Crest
18646,neutral,Kyle Cody wee bro
18647,pos,aww If I could send phone I would What kind flair would like
18648,neg,tbe credit phone sux cant even text people see happening like totally granville
18649,neg,damn I paid like 16 first Slightly stooped show charge 47 pop makes sad
18650,neg,aww im sorry im home hope ok love ya wifey 3 ex
18651,neg,showing spymaster screen
18652,pos,Yes I live Milwaukee would love attend closing talk
18653,neg,So sad Your mom must shaken Peace strength dear family lost little girl
18654,neutral,tea break cant wait drive home tonite
18655,neg,This chair comfortable
18656,neg,I trying interview Paul women CEO ican Phone issues cut interview 30 mins 15
18657,pos,happy mom day
18658,pos,On way Griffin staples removed head Should fun
18659,pos,Aww congrats family wink Send piccies email
18660,pos,come I uber successful I making mistakes I making entirely new ones
18661,neg,maybe computer committed suicide week faves link wont load
18662,neutral,Hi Mel feel unhappy take bit fries overdo If help
18663,neg,Kewl I got iPhone gotta hope lasts weekend Only got shuffle might bring anyways See ya
18664,neg,My stomach hurts bad
18665,neg,half hour going english lesson guess wait wait couple hours skeptical
18666,neg,Assembling figuring new alarm daddy gave SOO loud I think I blew ear drum
18667,neutral,I picked taco lunch got guitar
18668,neutral,meant cut help stop chatting wid gud dat u noe everything u think fair
18669,pos,As teenagers need encouragement
18670,pos,got home nice party tired yet
18671,neg,pulled muscle neck morning feels like getting sore
18672,neg,yeah precisely I thinking
18673,pos,Bioshock fantastic first time I played Now sleep Bioshock tomorrow
18674,neutral,made officially unavailable best friend
18675,neg,Sitting work waiting day It always Fridays take forever Wish weekend would get already
18676,neutral,cheap good system
18677,pos,I soo wanna eat McDonalds Fries
18678,neutral,I need code
18679,neutral,Last weekend Dallas awhile
18680,neg,YES Im 50 full der 98 like 3 days ago lol I swear I didnt der I would never watch
18681,neutral,Dude could totally get sell Denton musician profit
18682,pos,04182012154 send one PLEASE I told IN BUT I GOT A NEW PHONE
18683,neutral,Somehow alarm became hour fast I came realize I leaving house It feels good early start
18684,neutral,Just got back saw yr tweet It 7 30pm monday mayday public holiday
18685,neutral,toy story owns
18686,neg,My new landlord called I cant move tomorrow morning Way rain parade
18687,pos,Haha happy Thanks
18688,pos,Silly boyfriend forgets phone charger 4 day long trip Kilkenny I ca talk see gig went Poo
18689,neutral,wow lovely day Shame clean room
18690,pos,Just try catch swarm gone roof gable end Set bait hive hoping best moment
18691,neutral,Ca watch anymore
18692,pos,savour moments canucks
18693,neg,nope dna wireless ne HATERS Ugh Save copy I watch
18694,neg,I told andrew going cameo mav movie awards He said pissing guess fight
18695,neg,failed cutting peeling mangoes hah weird trying father like nothing
18696,neg,Woo Hulu Desktop My poor Mac kinda struggling though poor little Core Duo ca keep
18697,pos,love love love pot psychology My Friday night treat
