,sentiment,content
12920,happiness,Can believe Tomorrow Night Jay Leno last episode Tonight Show I encourage everyone watch welcome Conan
12921,worry,I looking forward crazy commute come everything going
12922,happiness,morning Good know alive well today
12923,worry,gif right I think I broke toe last night bad foot
12924,neutral,I talk Ty time abl I sure I could manage
12925,enthusiasm,hey alexa heard right looking forward causing mischief friday
12926,worry,haha I know And I need new car Oh I got speeding ticket
12927,love,great weekend Stuttgart beat conference Wonderful people nice discussions lots fun Together strong
12928,neutral,NIN App Gets Rejected Apple razor Threatens go Jailbreak always entertaining
12929,worry,I think cruel bone body torturing sunshine humph
12930,sadness,My formerly pretty car
12931,neutral,How vote wont let says closed votes category wanna vote
12932,worry,Rickroll iTunes shuffle
12933,neutral,Matt writers first bat fly
12934,worry,Fritz Roderick Von Hughes sad kennel day
12935,sadness,Exhausted 58 hour work week
12936,sadness,I ready weekend Did see flash flood warnings around
12937,happiness,I like taking dogs car I run errands They always excited go anywhere like morning rogers
12938,sadness,My paycheck nothing piece paper
12939,neutral,Nice reference program How Journalists Are Using Twitter Australia mention
12940,hate,zoids torrent crashed 8 hours downloading 6 done time apparently zoids fan ever
12941,sadness,Sometimes I forget boys feelings
12942,love,Well I following I think interesting I right
12943,relief,noo parrents found stash
12944,happiness,I read pretty awesome web comics today And nothing really good woot today
12945,fun,weekend It great I saw rest Twilight tonight also read finish Break know Could I
12946,worry,Awe know cats got skin cancer
12947,surprise,oh haha ok thanks
12948,love,sure hope worth love
12949,worry,YAY congrats afraid check grades
12950,happiness,I still Thank praying happy hahaha I watching Britney For Record school Today good day
12951,surprise,HA ha much Thanks starting follow
12952,worry,Yum chocolate sorbet She barely even shared
12953,sadness,I agree worth block let Twitter police know harrassment
12954,love,yes got lovey returned love thing led another also wants know ur mad
12955,worry,Did dives Oceans Deep Dive vis sun colours Dynamite fishing done toll reefs
12956,empty,tonights great night sports yanks lakers playing want watch games im still scared drink
12957,surprise,I said hi double take left Damn I let look around first
12958,love,long farewell 33 Have super amazing day I going sleep
12959,worry,I heard Greg I scared I heard rather freaky
12960,sadness,RIP kelly fuck
12961,happiness,watchin girl wants mom brittany
12962,neutral,continue cantando trocar background twitter capacity
12963,worry,Oh man 3 day Torture much Well good luck I exams 19 days How stupid Soon party right
12964,worry,beach far away atl need beach need beach
12965,sadness,So sad I going miss seeing Pennywise year
12966,sadness,much disappointed angels demons movie shame great book
12967,worry,throat infection coming strong I think I taste blood skeptical
12968,fun,I wish I could play guitar guitar I got christmas ago collecting dust I need learn haha
12969,worry,I 25 december good next big birthday 30 21 flys sure
12970,neutral,It Friday I job weekend
12971,love,hello work pretty hope alright certain individual didnt ruin
12972,happiness,playing guitar hero waiting Abby text prom
12973,sadness,must weather nice bad 1 minute
12974,worry,wonders anyone would care died tomorrow
12975,worry,I life preservers sorry But consolation something really special tomorrow
12976,happiness,morning twit friends welcome new followers
12977,relief,thanks viewing portfolio wow dahlia com I updating sometimes keep u updated
12978,worry,4 big ponzi lunch ate work Work less eat I Too useless become
12979,sadness,My sister stupid party I wanna hang friends hilly wo text back
12980,neutral,Thanks Nick Means lot coming designer caliber symphony's
12981,fun,nope ti looks super sweet
12982,hate,oh yeah happy probs gonna loner start thanks person gonna go bitch
12983,worry,Ya pretty bad Not sure I get go visit We super busy lately
12984,neutral,I Friday feeling though I working tomorrow
12985,love,maybe someday love ya friends computer sucks listening coldplay tomorrow meet buff
12986,surprise,On way Malaysia internet access Twit
12987,sadness,That sucky We miss
12988,relief,You gave inspiration last update
12989,relief,Thanks following support 3
12990,love,Bed Church morning Happy mothers day
12991,fun,sweet spice girls sing along good friends
12992,neutral,I going see long I
12993,neutral,thanks answer I wondering whole week
12994,sadness,Has underpaid really need well
12995,sadness,My head hurts Can wait see new photoshoot
12996,neutral,many thanx guys
12997,worry,Noo forgot calculator physics oh well class allmost happy
12998,happiness,went well Andrea
12999,worry,feeling hot hot hot honestly us scots used sun minute get fry
13000,happiness,Welcome everyone playstation live Twitter wow playstation
13001,love,Stressed I want prom perfect babe shit aint looking good right
13002,neutral,thats u go weekend
13003,boredom,Not really feeling like man cherishes wif
13004,love,I completely forgot otherday today Lol Happy otherday beautiful mums
13005,fun,bed I pics newly finished hat afternoon yea done Night yall
13006,happiness,Finally left house It gloomy outside
13007,love,Enjoying sunshine park friends pale shirtless footballers attractive I afraid
13008,love,I find tune sexy Smooth lovely day
13009,sadness,I think computer sick
13010,sadness,back hurts heating pad stupid ladder collapse make fall back bum
13011,fun,I go I watch teen nick
13012,surprise,Oops My mom accidentally signed twitter account comment pictures
13013,neutral,well maybe always head cut sure save
13014,hate,Not talking ana's anymore
13015,happiness,hahaha thanks clearing
13016,worry,What happened I afraid I missed large part story
13017,worry,Oh shit happy late birthday text send
13018,neutral,havent west since 07 think picked bad wind overcast tho
13019,worry,Practically whole body burns I ca bend make sudden movements arms
13020,neutral,disappointed win glasses
13021,worry,My children promised birthday brekkie bed There problem bugger food house
13022,relief,eating oreos milk
13023,happiness,fisk Mercy Mercedes amazing tonight always
13024,fun,popcorn crazy dude still adorable
13025,worry,tired cant sleep
13026,worry,sad day told students last year lot crying since
13027,worry,could really fancy nap right work feel nap wasting evening
13028,love,ah helping friend move defo well deserved pint sure
13029,neutral,wo see Her hotness much either
13030,sadness,tried join chat site would let sign
13031,happiness,I know appeals knitting Believe I KNOW
13032,worry,sorry I found members preview sold awhile It opens Noon general public
13033,sadness,home alone one left gummy bears
13034,love,ROFLMFAO You love us better
13035,neutral,I wish would come prices I got great deal mac took 3 weeks research
13036,neutral,Nope reading No offense meant
13037,sadness,If Hamilton gets hockey team I really think name Hamilton team name If I sad
13038,love,thanks followfriday promo
13039,anger,studying bullshit econ test
13040,surprise,yea aww sweet U good kids
13041,love,I received mothers day card lovely daughter wishing happy mothers day
13042,happiness,Ooh I love sweet potato fries We definitely go
13043,worry,thank god overcast ivory Trying get mom take lunch egg doesnt look like gonna work
13044,happiness,mother drunk great It okay mothers week
13045,empty,like library equivalent 5 clock somewhere someone else ref desk somewhere
13046,surprise,cannot believe someone smashed car window stole laptop obviously dont mum
13047,worry,Where bus I want go home
13048,worry,Oh man raining seatbelt buckled thanks bates wishing I blow flip burn
13049,happiness,16 days I start moving
13050,worry,neutral Yikes ants everywhere house Ants scare
13051,love,Hey Oh Remember take time actually enjoy day I loads Better crack Have fun today
13052,happiness,Yay Made home Feels great back still light
13053,love,You right I 29 I heard song time two
13054,worry,ahah think legs burnt hurt
13055,neutral,You welcome welcome
13056,happiness,WOO coming Nottingham point lovelovelove3
13057,happiness,hahahahahahahahahahahahaha could interesting
13058,worry,Waiting email probably never arrive ED later conti study hopeless bumming
13059,sadness,Going miss roomie We longer roomies starting tomorrow
13060,sadness,Aww getting married congrats new wife Now I miss Weekend people
13061,surprise,Omg That I say
13062,enthusiasm,wishes I could one going conference Bahamas next week
13063,happiness,great remix Double Wow
13064,worry,I know tomorrow
13065,hate,waiting go loading annoying
13066,empty,come home Not boring
13067,happiness,hahaha yes discussions always seem jump around randomly
13068,love,I admit Colin Firth groupie point
13069,surprise,I love Alex paree colours picture differnt
13070,sadness,Oh god I feel like shit
13071,hate,damn Margie said could share info killed Evil Eddy She wanted info gave
13072,happiness,love wanted share followers feeling inspirational ive long day
13073,happiness,fantastic day AZ sun
13074,happiness,11 10pm Saturday know means BEDTIME
13075,sadness,My first car offically gone good bye turquoise topaz You missed greatly
13076,fun,That turtle side road passed
13077,sadness,good time Sadly means I probably gonna rain
13078,love,Feeling loved My Mom got Nikon Cool Pix birthday
13079,happiness,excited Taylor Swift wednesday
13080,worry,Flight hurghada delayed 7 hours
13081,neutral,drove work Vespa pouring rain The rain overall keeping dry
13082,love,Looks great Love way bottom
13083,fun,Depends drinking drinking many mates Joke fails
13084,happiness,glad I hope yall make back near New Orleans
13085,happiness,Hey thanx following I follow
13086,worry,What happened weather
13087,worry,sometimes fact health lack better word SUCKS really scares
13088,happiness,Having rice crispies morning Brings back good memories
13089,happiness,yeah thought awesome glad see characters like Gambit brought back fold
13090,love,Great dinner great friends Follow She cupcake
13091,neutral,They grovelled On tomorrow morning post link show anyone
13092,neutral,even I drunk I think using fake temporary mail address
13093,neutral,I would like 1800 100 miles gas prices crazy im alpine next summer def
13094,happiness,Just planted flowers school garden 3 yr old VERY MUCKY GREAT FUN
13095,sadness,This sars really got
13096,worry,My Power cut thats went
13097,surprise,I thought back work today
13098,neutral,eating lunch cant wait till 6 work gotta work tomorrow
13099,surprise,nightshift I still working luckily fun I turn music one else office yay
13100,worry,I scratched iPod
13101,worry,Now I feel sick
13102,neutral,Hey I bet sweeps lots mother wisdom share
13103,worry,followfriday although doesnt consider sweetheart
13104,happiness,Bought new combo printer costco today officered j4550 cause cheaper ink 4 old one windows like fax part
13105,worry,sad rats becoming aggressive guinea pigs I seperate
13106,sadness,Off work apparently sun shining valid excuse stay home
13107,empty,I I sulking free day
13108,sadness,Had good day till twisted ankle two mile run
13109,enthusiasm,maybe going movies later ik gay
13110,empty,love game show supper pissed got cancelled
13111,surprise,WOW My teacher called skunk cuz hair
13112,enthusiasm,Ok seems I need remember account I posting That last tweet tweet
13113,sadness,ca wait see marco later feeling best
13114,love,PROUD 2 BE A MOTHER I HAVE MY SON HIS cousin OVER SPENDING A NITE IT A BOYZ NITE THEY DRIVING ME CRAZY BUT I LUV EM
13115,worry,Feeling undervalued neglected Not even sunshine pulling lug
13116,neutral,always rains right get car washed
13117,worry,What great day Time family amazing voice studio party prof home finance study date
13118,neutral,mine pools someone elses pocket
13119,happiness,shot surprise Great night
13120,neutral,u already took da pic
13121,hate,At home Feeling tired I want take nap I ca
13122,worry,I think anyone caught
13123,happiness,YES one final party better make good one much stuff got go
13124,worry,thinking fridge may dieing please week pleeassee
13125,happiness,Happy Stars Wars day Me JA JA BINKS ha A crappy day outside though ah well makes bit motivation revise
13126,worry,truly joke mayan lame ugh work hoorah get early
13127,happiness,awesome maybe someday I find book bestsellers list lol
13128,worry,Scary guy colbert
13129,sadness,I want cry thought NBA season almost NEXT YEAR MIAMI
13130,relief,Its good old friend ur new job Another good day work Paycheck day even better
13131,neutral,gettin ready school new converse come today
13132,worry,wish could call cost lot parents wont let
13133,sadness,ca toy story come june
13134,sadness,ah remember days sleep noon well guess today god feel like loser
13135,neutral,Britain got Torture Edelcries
13136,sadness,I think cheap sunglasses falling apart Oh well
13137,worry,So I played game yeah I lost I inlove ugh really cause I fool
13138,hate,hut face hammer earlier accident obviously hurts
13139,sadness,Moving nothing accessible Camera broken kitchen stuff boxes internet Makes hard cook blog get brooklyn
13140,happiness,Todays goal Tweet work Im good start havent left house yet Welcome new followers I hope bored yet
13141,fun,Just Another Mobile Monday back online There two days I never get back via
13142,love,Bank Holiday Brunch With fixin Absolutely fantastic
13143,love,happy mum day ur mom say philippines
13144,neutral,thought gonna show
13145,happiness,Warwick Castle Amazing Off Devon week internet updates
13146,neutral,fine still playing inFamous sorry hear things ended
13147,worry,My back kinds messed Strudel going live another town move I going miss little runt
13148,neutral,forgot old twitter account please follow stop account soon prefer address doesnt age
13149,sadness,didnt couldnt get liverpool today days
13150,sadness,So Chicago pretty much sold shirts
13151,sadness,Well poop guitar lesson canceled today I sad I hope son feels better soon tho
13152,sadness,House Hunting PAIN House Shifting SUPER PAIN Packing never seems end I ca even Imagine Unpacking
13153,worry,Working I ca wait till 4 happy 0 Funeral monday
13154,sadness,Killer headache I want food
13155,happiness,Your second episode Sonny New Zealand tonight You still AMAZING ily ex
13156,love,House season 5 good stuff time girl friend priceless
13157,happiness,getting night great mood
13158,worry,My head hurts bad I could scream
13159,sadness,Frustrated copying gigs across USB 1 1 Stupid old servers
13160,neutral,gash tired right
13161,surprise,Oh hammy case I idea And I realised talking THAT bike Solly
13162,surprise,well summer cricket season starts actually yeah sparkly wings
13163,fun,someones dead army wives Dad laughed Mum got annoyed I wanna watch britain Got Talent
13164,fun,Will see guys Philippines That would coolest thing ever Always wanted go one concerts
13165,worry,I wish I could still drink I two bad nights white wine London I sick almost week
13166,worry,think well u lucky
13167,sadness,looks like rained weekend climbing
13168,happiness,Last day college today
13169,love,90 degrees gross skies thunderstorms perfect match mood lol
13170,sadness,I suffering Internet works bad sites hosted russian servers available
13171,love,omg I sorry hear If really need talk someone I always I shoulder lean
13172,love,Back great time spent cousins technically uncles aunts also icecream dint taste good
13173,love,Thats ok ur good person My Idol soo good people deserve sum good comments hows weather ova der London cold
13174,love,watching baby sol baby look great wink
13175,happiness,I finally plugged listen flashpoint help wow sofa org shoutout missed segment Chevron
13176,worry,I wake sad hells going
13177,sadness,I dont feel well got dentist appointment later
13178,worry,ditching missed I wish ruby boys would represent
13179,neutral,I cant give day nudges
13180,love,Last song I really go
13181,happiness,Getting ready launch podcast chapter 1 Turning Left Albuquerque morning I know excited I
13182,surprise,07 It bloody quick even gran could drift
13183,worry,shaking head people WHO ONLY TWIT U UP ON FRIDAYS U GOT 100 FOLLOWERS AND THEY RE STILL BANKING 15 20 fakery
13184,worry,It reg gig yet hopefully Have done massage actually
13185,sadness,feels sad coz wasnt able play guys
13186,neutral,I good Wanna get office
13187,neutral,hours ago came realised went buy something online
13188,worry,hopefully today work favor
13189,fun,I drunk haha Cant wait round 2 tomorrow night night pal
13190,sadness,I overslept headache
13191,sadness,I agree 100 It great day If I window see
13192,neutral,One taken earlier week
13193,worry,Haha It pretty good making something chicken yum
13194,worry,Ugh I feel like shit gonna call classes today hope doesnt affect grade
13195,worry,ah Well I hoping I could learn stuff way Why I work separate things also
13196,neutral,going jack tribute match today
13197,worry,u burnt sorry back front burnt
13198,worry,I need hug cuz garbage truck men keep driving next whistling Im working hard 2 graduate
13199,love,unplugging rest day Have good one everybody
13200,worry,thanks every night night bad sleeping schedule lol still
13201,sadness,nothing aimed joining sorry
13202,neutral,would hurt touch gets hit But wo month would hurt na
13203,love,watching tiny nephew perfect baby
13204,worry,OI mocking fact I dont cry things Feels bad six
13205,love,Got thanks I mean really rude
13206,fun,Busy week week quick trip chase oil gas town back office fun week level team
13207,happiness,Wow constantly ranting love Genghis Grill Never Colorado
13208,neutral,past new blog comments likey
13209,neutral,At nosey safari park Leah
13210,neutral,Drinking smoking bad im grown tho
13211,surprise,hungover still bed duvet day day thinks ooh may start desperate housewives watch new dads richard ex
13212,worry,This hitman South It looks like business bad
13213,hate,I would playing old rogue friend took account could get back
13214,happiness,Happy Star Wars Day May fourth wink
13215,worry,hate life big time soo poop gone ould cry
13216,happiness,fun I got retweeted bot
13217,sadness,oh hell way tell
13218,sadness,Shit night want john
13219,sadness,instruct suffers update mib package developer package holidays
13220,sadness,My hairstylist left salon without telling going Damn
13221,happiness,curing le hangover epic night bruised battered hectic go karting session pretty satisfied thank much
13222,worry,Why I limited able sync 1 Exchange account iPhone goes Outlook Why
13223,happiness,drink hot chocolate yummy
13224,neutral,She says yes shall say 6 happy 0
13225,neutral,piano yan Di na ako UP student technically
13226,enthusiasm,im pro bbwing like everyone loved food apart tesco man said rush maybe didnt wanna poisoned ink
13227,worry,This I meant I said skin terrible Plus sunburnt chest
13228,hate,okay I ca twitter anymore I study ugh I HATE SCHOOL ok I thoroughly dislike
13229,neutral,puppy shall loose um manly parts today poor guy
13230,love,mom hot chocolate boots topper life good
13231,sadness,yeah new material
13232,worry,oh god Missed bus walking miles coffee Went see ex classmates
13233,empty,good morning break 5 digits yet
13234,neutral,Morning If I get see I let know Right I going go see Wolverine
13235,worry,The article language groups spaceports looks really cool ca open site link
13236,sadness,aww sorry kind fish
13237,worry,Brad Paisley Alison Krauss Whiskey Lullaby sad awesome
13238,surprise,My poor heather didnt make cheerleading squad Im sorry bargirl Maybe next year
13239,worry,Forgot much hate pizza delivery manalapan marlboro scum
13240,neutral,I knoow I want sail
13241,hate,terrible cartoon supposed mexican
13242,worry,Woke Walked room bug flew eye
13243,worry,Oh hell I forgot non alcoholic cider Monday dinner map teetotaler Now must drive wandoos Have 7 cases wine car
13244,worry,I know But maybe forgotten like Christmas July
13245,sadness,wow I realized limit button That sucks I guess two days max sign twitter
13246,neutral,I forwarded email cool science event Canberra friend thought Sydney trekked wrong place
13247,neutral,On way home
13248,happiness,Oh beautiful I happy great time heart
13249,happiness,hahahaha wif dianne twitters lol guess depends person
13250,worry,yup That thing I think 3 kinda acceptable reasonable proper lighting fill U run away 2 tho
13251,neutral,I went sweetheart Well see things turn
13252,fun,Aww cute You love bathroom
13253,worry,3 im tired ca sleep try
13254,neutral,happy birthday ness
13255,worry,14 days slow internet
13256,worry,Sounds awesome wish I could go way I could afford Have fun
13257,sadness,It patio weather Kirkland It also launch yer boat weather except I missing boat part
13258,surprise,So jealous I LOVE see Ella show fact I think I stream right
13259,worry,I talked since last day school right
13260,love,I 2 dream awhile Thanks 4 everything tweedle Many blessings much joy peace love happiness 2 u Hope ur dreams come tru
13261,neutral,umm Chilli Crab Deal Or No Deal And thats life
13262,happiness,omicron That cool
13263,surprise,Here Got jobs degree damn car DIED made feel shitty bout havin car
13264,happiness,laughed much awhile
13265,worry,someone please tighten bolts brain skeptical many parts loose might even missing
13266,sadness,I 2 hoes I none
13267,sadness,return joy cos I Tired tired Inspire weary eyed see Ire Irony
13268,neutral,hello new marcy welcome new home
13269,sadness,oh gosh hollyhocks sad tonite
13270,worry,drool I still need 100 first one
13271,love,Jesus Christ meadowhall could better air con Too hot
13272,sadness,xbox broke hope enjoy playing 1 100 I looking forward
13273,love,Nobody better wow traveljunky com Not even half good
13274,surprise,excited week trying productive monday trying hard
13275,happiness,Peek boo see
13276,love,I come I Merci bow I always inspired since I teenager
13277,sadness,I miss alot one day
13278,love,ca stop playing Fallout 3 This game addictive like crack It bad dream repairing guns sleep
13279,happiness,Well I good morning brunch ish I took exam think I good
13280,love,thank I might take offer
13281,surprise,Scrub moisturize doesnt even sounds like showering maybe u inclined follow en raphael
13282,neutral,watching one tree hill
13283,sadness,aww sorry going miss
13284,worry,I love polaroid shame make film anymore
13285,relief,yay doctors interview back 2 doctor blood work
13286,fun,well look tweeting
13287,neutral,thanks great even better soon I get wallet grubby little hands lol
13288,neutral,Just file seduced sweetie
13289,sadness,got home school wake friend father tired
13290,hate,Ugh boom boom pow stuck head hate song
13291,happiness,agreed take little find way stocktwits I I cant imagine working
13292,neutral,Shoot Rob I missed Just got home
13293,happiness,whole foods barton springs yogurt spot oasis perfect day austin
13294,neutral,Could useful 13 Tutorials Resources Perfect Twitter Background design
13295,happiness,took 1 Most Endorsed spot windex com thanks endorsement
13296,surprise,10 yrs ago night like id drinking co workers went home got cleaned went clubbing
13297,worry,finger hurts cause infected
13298,neutral,umm somewhat would say spontaneous
13299,fun,34 99 play com might buy certainly looks sounds good enough excited lol
13300,worry,ca go sleep why
13301,worry,I sick sick sore throat flu
13302,worry,I bummed I get ted tickets
13303,worry,dyed hair early start tomorrow heading london clothes show great place feel fat bright side motivation
13304,sadness,Taking souls friends family watching die nightmare Trust
13305,worry,Oh dear god going buy Mac Pro Tools I think darling edit suite soon filled Prince Of Persia Movie
13306,worry,indeedy weather crappy god pity dark shock hopefully stays dry
13307,relief,nice weather looks like going rain Delhi
13308,sadness,Fire call today missed
13309,neutral,On day like today I would wear shorts shirt I dhe office wear
13310,happiness,regarde les tant attendees photographs
13311,sadness,I dont like random gloomy weather
13312,neutral,Miss tomorrow friday day usually lounged around trying figure
13313,worry,heading park kids hope rain looking cloudy
13314,sadness,So screwed sat 2 us
13315,neutral,Chaz Daily Happenings 22 happy 1 Watching E instead End era 11 shock 9 The sun Woo
13316,worry,I really tough still sucks live 500 miles away family crave Korean homemade meal
13317,love,Finally managed catch boyfriend skype soo happy
13318,love,Going bed beating snot hubby Texas hold em
13319,hate,Oh garlic juice noo thats disgusting error
13320,relief,leaving soon Kansas City take stuff Only 8 days living Carthage left
13321,worry,I think disorder stay al night 4 reason sleep al day sucks
13322,worry,BLAZE head hurts
13323,neutral,definitely coming hope ur ready
13324,happiness,Out walk cornish countryside great British bank hol
13325,worry,cus got much attention end shes embarrased think got outta hand bit poor girl ex
13326,love,The Skimchamp Taxi Service best land
13327,surprise,My son first tooth came left school
13328,worry,Is anyone visialvoicemail working Have done sync Turned But still going Help
13329,neutral,I think going loning Weekend 3 day kind
13330,neutral,beasties go anytime
13331,fun,I understand Computers fun
13332,surprise,I seeing LOTS SOLD signs
13333,neutral,3wordsaftersex I started
13334,neutral,Leaving Cali I wanna stay longer sad
13335,empty,fairly upset fact twitter session commence without Sam
13336,worry,ouch thats achy back sorry didnt mean cause pain
13337,surprise,happy star wars day
13338,happiness,Hey keep clear robluketic live
13339,love,thankyou wont know
13340,worry,Preston stayed home I know
13341,sadness,ipod died running charged
13342,neutral,The muse gripped firmly throat Really enjoying writing
13343,love,I watching Blood veth episode 19 love music wishing could watch live action old enough
13344,neutral,Might cute little picture book called The little book boring
13345,worry,No money No Car
13346,fun,Thanks Am trying keeping chin ouch
13347,hate,tokens working day
13348,neutral,im neutral 12 43 shock im lazy thank god bank holiday
13349,sadness,I sleepy feeling weather ugh These damn tonsils I need company somebody talk
13350,sadness,Sorry posted vid wo load
13351,happiness,Does go work tomorrow Good times Revision though
13352,hate,College work sucks much
13353,relief,good mornin sunshine least work puter go faster
13354,worry,I putting society Generale China Very interesting stuff away much gotta fix
13355,sadness,dont wanna work tonight
13356,worry,Woke 8 happy 10 happy clue
13357,happiness,Just watched Star Trek A That well done I think I see Who wants join
13358,surprise,Went get driver license car license plates renewed My mechanic inspections town today
13359,worry,Anxious dance recital tomorrow UP skeptical Groove Central missed Coach mics loveyou
13360,neutral,Now let upload pic I one pa
13361,neutral,got super cold
13362,relief,Its nice ahd work today
13363,neutral,Haha You sound like lizzie skeptical got sister older like argh sad time
13364,worry,sucks If I hang
13365,worry,haha sophie hun whats thoe
13366,surprise,bee stung eye im sorry
13367,happiness,Babes soo much fun Thank much making happen Had fun ladies Time went fast
13368,happiness,The usual Two family parties today Happy Birthday Lily
13369,worry,shoutout starving like homeless cambodian kids lao
13370,neutral,I know right
13371,worry,im eye doctors bring trinity cause mom fell stairs today broke toe ugh
13372,neutral,East Coast almost wakeup time military
13373,sadness,miss oklahoma listening citizen cope til pass
13374,sadness,Damn right side earphones stopped working sudden Now I need buy new ones
13375,worry,I think I tea somewhere It probably old though
13376,relief,I suppose certain 80 charm I personally hold motorola 8 track phone I like phones chunky
13377,worry,I really bored My brother went get permit Stay roads ok lol It feels like friends abandoned Except 1
13378,neutral,I sitting taking little break trying recharge I continue housework
13379,happiness,I miss concert Tuesday already I really like time machine go see It fun
13380,happiness,laughing loud That special kind magic though wink And see special Discovery They think jessie died
13381,happiness,Woot interview went awsome I get talk Johnny thought oh well I still really good
13382,love,osman AMAZING day thank mahal
13383,worry,Starting spoil pug since brother Max passed away Tuesday We miss
13384,love,hola chica hopefully ur third dream ur cake looks wonderful ur mami 3
13385,surprise,woohoo cool see I knew u would get see
13386,love,cathy fran I glad vent Thanks bestfriend
13387,sadness,Felt like crap behaved like son ate compensate Pigged home roasted sugar almonds Painful tum threw still feel sick
13388,sadness,Everything cool I wish boy able talk
13389,surprise,What day What I worst
13390,worry,I normally dna sleep like 6 cud never sleep night ur entertainment
13391,sadness,pics arent working twitter
13392,worry,Well yeah hormone things basically given thought misbehaved specifically upset mom
13393,sadness,Messed But I makin right Best Holy Day wishes
13394,neutral,officially MOSS doesnt work Vista unofficially fine
13395,love,thanks follow The love life adorable
13396,happiness,I figured bouncing
13397,happiness,hahaha secret door real batcave
13398,happiness,Going dinner bus
13399,sadness,She beautiful But feel badly Some nearby grans see grandkids Ca go luck
13400,neutral,Changing online nickname maby hopefully uniqname well hope change goes well domain available
13401,love,These family girls love u guys smiles
13402,neutral,Do think bead crumb navigation return new Fusion studios I really miss top item
13403,fun,She must advanced sense humor That funny
13404,love,beautiful inside kids like que love guys wish could met houston
13405,neutral,yea thanks link
13406,sadness,missed everyone tonight
13407,neutral,sorry sounded like 13 year old texting Just tried TweetShrinking built Tweed Deck Just another cool feature
13408,neutral,twitter Did tavern bore much
13409,worry,I ama say smudge I start calling people given malicious action pulled night
13410,neutral,You ca 29 Sugar Mountain people tell
13411,neutral,got yelled 4 helping cats neighbor
13412,relief,Great meeting lunch patio sunshine nothing perfect busy day time bed ahghgh
13413,neutral,hugs listening big Each Every One perfect public hol Monday morn cuppa
13414,happiness,Nungguin Sista law lahiri di ash kayaknya sit sore ini lahiri years another baby girl family
13415,neutral,I move anywhere long freaking dishwasher I despise dishes
13416,surprise,Is blog set private
13417,love,u much See u school today
13418,happiness,Many thanks mate
13419,worry,hubby promised job promotion move signed new lease withdrew promotion
13420,neutral,I row tried run front Corrupted could see singing away
13421,neutral,I know I Rogers I pretty sure agreement Twitter
13422,neutral,done wow blogging eh muggles
13423,happiness,thanks dear neighboor also gave coffee I needed She best
13424,worry,Watchin Grease 2 waiting 9 hurry come I talk girl Ugh seems far away
13425,sadness,like know people worse lives wish could go back change aspects life
13426,neutral,I tea found picture big snail walk yesterday
13427,sadness,I ca get one either dog I pretty sure bunny would survive struggle Tom
13428,fun,yes lasts way past bedtime
13429,worry,aww thats bad lost though
13430,happiness,yeah seen Empire top 100 computer games
13431,worry,I want semester Only week half moving time
13432,worry,Get Over On His Mom Now I Feel Horrible He Must Think I That Not What I Meant Just Thought It Be Better Than The Brunt
13433,boredom,1 Pendulum awesome 2 Goodbyes suck 3 Shut ply 4 Toy Story 3 5 job ad MOVIE tomorrow 6 I tired 7 armand I
13434,hate,Have go work typical sunshine deep sleep stupid friday
13435,worry,Going meet new family I babysitting Wish I still sleeping
13436,worry,That good sorry hear park
13437,neutral,e ah Ghost Shell meu anime favorite assist
13438,neutral,pop website upgrade hell Bank Holiday How planning
13439,fun,exhausted Bamboozle amazing
13440,neutral,thanks following hammy twitter back ox
13441,surprise,finally shifted twirl TweetDeck I filter close friends updates happy monday peeps
13442,sadness,He didnt leave voicemail 121908inlove happy
13443,enthusiasm,Dam I want android stupid rogers
13444,worry,Sitting desk wishing things different
13445,neutral,Hi I uploaded 5 completely new Chinese Lessons wow youtube com ChineseLearn Please feel free watch enjoy
13446,worry,try minna edited quickly sorry
13447,fun,Trying sell go stock
13448,relief,Finally work long night Hangin
13449,happiness,Watching ryan Gonna grand day
13450,neutral,better back soon dude typical bedtime look talking YOU late
13451,relief,awful breezy good thing sold blankets
13452,sadness,Oh I sorry I hope back bike soon
13453,hate,ugh feel rubbish
13454,love,im probs gonna wait comes
13455,sadness,I sick sad missing Martini Lounge tonight
13456,hate,Back Glasgow stuck traffic mate
13457,happiness,haha watch funny ass video youtube made day
13458,love,I check Thanks good luck book Bella
13459,worry,My hair dresser passed away yesterday breast cancer She greatest hair dresser I ever
13460,worry,facepalm hope interview choice forced thing
13461,empty,The Result working Green Black fingers
13462,love,Watching sol love life hosting
13463,enthusiasm,waiting PRINCES PROTECTION PROGRAM online English version long
13464,relief,finished 8 hours Texas Life Insurance CE tonight 22 hours go
13465,worry,Gonna arthroscopy repair knee
13466,happiness,Wishing Happy Mothers Day wonderful Mothers
13467,happiness,lost cost total plus Nutella like peanut butter mixed chocolatey goodness yummy happy
13468,worry,Sorry weather hopefully 2 3 hour delays wi
13469,hate,I hate yelled sworn
13470,sadness,ino shock near crying sometimes forget actually live skeptical talkin sme thing skeptical xbox
13471,neutral,Ya speak first reply
13472,neutral,Good afternoon Jonas Brothers
13473,worry,I sorry That really sucks
13474,surprise,Message book piercing appointment
13475,surprise,going see transformers max SO EXCITED
13476,hate,I hate watching News Why awful things happen
13477,worry,gay u disappointed past days
13478,love,I LOVE TWILIGHT
13479,neutral,COME ON GIVE HER NICE HOME
13480,worry,Waking way late bad Getting yelled later worse
13481,worry,must time go home yes indeedy
13482,worry,Not sure good bad news listed staff
